name,city,country,lat,lng,built,visited,category,note
Kalon Mosque,Bukhara,Uzbekistan,39.7757,64.4146,1127,2010,mosque,"The observation deck provided surveillance over long distances, and sometimes served as a beacon for wanderers lost in the desert. Today the Minorai Kalon Minaret, part of the Poi-Kalon ensemble, is on the UNESCO World Heritage List."
